payment_id,order_id,status,createdAt,plan_id,planName,amount,months
6124f7ad2ae3671b2546b6af,ef9c5839-3f0f-45b6-b646-3af018f3196c,CANCELLED,2021-08-24T13:44:13.312Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
612fef27be6b663b826230b5,daa2304e-78fa-4e79-b7d5-a5842068e15d,SUCCEEDED,2021-09-01T21:22:47.325Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
6133faf8be6b66429f685563,487d4bf2-2f8f-4218-aa76-89a762f08405,SUCCEEDED,2021-09-04T23:02:16.718Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
613670c0be6b665c6c6c4d97,eeaa2781-b090-4696-82e2-d9be935912e4,CANCELLED,2021-09-06T19:49:20.701Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
61407a5fbe6b66a0c87aca5b,6fd81de6-f1f2-4956-9499-772444c3a74b,SUCCEEDED,2021-09-14T10:33:03.447Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
61407a82be6b6613a67acae6,bb3b82e5-4847-4f2c-8f74-c6c8423ab9fb,CANCELLED,2021-09-14T10:33:38.024Z,60eac7c090455c3f927ec8d1,Medium - 1 год,4188,12
61407b0dbe6b6650707acc42,2357f216-68bb-4d88-9478-c7b76f2c9450,CANCELLED,2021-09-14T10:35:57.439Z,60eac7c090455c3f927ec8d1,Medium - 1 год,4188,12
61407fa2be6b666ab87ad635,6442dd8a-9a54-4990-a9e4-5e413e9e5348,SUCCEEDED,2021-09-14T10:55:30.106Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
61418b94be6b6601497c5e1f,348df498-9b47-4197-b942-e4090ab4ad40,SUCCEEDED,2021-09-15T05:58:44.941Z,60eac76b90455c5d167ec8b8,Start - 3 мес,447,3
614442d7d1a4a07aa3174615,18818cab-956d-4e37-825c-f7b76e107c52,SUCCEEDED,2021-09-17T07:25:11.130Z,60eac76b90455c5d167ec8b8,Start - 3 мес,447,3
61486629d1a4a0cb4b268f46,27a89532-480e-4850-9d47-0758c09fd3a5,SUCCEEDED,2021-09-20T10:44:57.611Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
614ad426d1a4a0350c2fe763,9ac00943-2d9a-4cd4-a593-8a18f0aede41,SUCCEEDED,2021-09-22T06:58:46.014Z,60eac76b90455c5d167ec8b8,Start - 3 мес,447,3
614afa59d1a4a07f35309014,8e311eba-018b-4c55-ada0-d369a36b6ce5,CANCELLED,2021-09-22T09:41:45.547Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
614afa70d1a4a0d124309066,120465dd-84b5-40d1-adf9-7a72230ec438,SUCCEEDED,2021-09-22T09:42:08.271Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
614d7d54d1a4a06f3239e45a,d643d7ce-702a-4092-9987-ba6315d10d40,SUCCEEDED,2021-09-24T07:25:08.393Z,60eac84590455c57287ec8f5,Expert - 3 мес,1647,3
614d850cd1a4a0fc9f3a0a9f,9e1ec773-d859-4fa5-873d-192aee0da724,SUCCEEDED,2021-09-24T07:58:04.812Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
614da3c6d1a4a03fd73aa402,367b42a9-a278-44a0-ac78-9f5470d1f67e,CANCELLED,2021-09-24T10:09:10.148Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
614da3c6d1a4a08c5b3aa407,4ca3795e-758b-48c8-ba3e-c008def3fce0,SUCCEEDED,2021-09-24T10:09:10.419Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
614eed1ec01988ff462b38f3,e915910e-4127-4ad7-a21c-ca4a89afd3d3,SUCCEEDED,2021-09-25T09:34:22.997Z,60eac76b90455c5d167ec8b8,Start - 3 мес,447,3
614f06b0c01988256e2bbd59,39b76cdc-0f89-44e1-89e6-c6192ae8e792,SUCCEEDED,2021-09-25T11:23:28.681Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
6150eecc2f94080eebbd94d2,38fc6018-e75b-4274-9f14-cdca31488094,SUCCEEDED,2021-09-26T22:06:04.058Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
61517c742f9408004cbf295c,7136a9c5-7462-4aa1-acb9-5fe144baa23e,CANCELLED,2021-09-27T08:10:28.715Z,60eac82590455caaa17ec8e9,Expert - 1 год,6588,12
615321e32f94083a9fc69339,dfe297a9-f203-4008-a029-243b560f8512,CANCELLED,2021-09-28T14:08:35.152Z,60eac7c090455c3f927ec8d1,Medium - 1 год,4188,12
615323722f94085c1cc69b3a,b90c1fc1-d966-483b-b9c5-a57878802708,SUCCEEDED,2021-09-28T14:15:14.060Z,60eac7c090455c3f927ec8d1,Medium - 1 год,4188,12
615466672f94085670cbbed5,aa977a56-66b9-4493-b53a-c29192a84a43,CANCELLED,2021-09-29T13:13:11.696Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
615469252f9408fd8fcbccd5,daf2b058-377e-40d6-84e8-f9f601e90f33,SUCCEEDED,2021-09-29T13:24:53.860Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
6154cb262f940878accda307,d7786bb5-1d4f-486e-86fe-4c2779e8ebfc,SUCCEEDED,2021-09-29T20:23:02.442Z,60eac76b90455c5d167ec8b8,Start - 3 мес,447,3
6155486b2f94087190ce9231,0be97ead-40d9-4a8e-b907-63ae485c9ebc,CANCELLED,2021-09-30T05:17:31.597Z,60eac76b90455c5d167ec8b8,Start - 3 мес,447,3
615548bb2f9408bffbce92f0,d6dd6dab-819f-4cd7-9698-b6b5e366d29d,SUCCEEDED,2021-09-30T05:18:51.688Z,60eac76b90455c5d167ec8b8,Start - 3 мес,447,3
615712992f94080d23d5dad1,2b1125b1-2cbc-486d-b246-eeba06ceb852,CANCELLED,2021-10-01T13:52:25.767Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
6159ae242f9408886fdec24f,0c5061d6-089c-4c0c-8f90-f59c3501fca6,SUCCEEDED,2021-10-03T13:20:36.696Z,60eac76b90455c5d167ec8b8,Start - 3 мес,447,3
615eb9eb0cc8375037996b40,462e2c1a-ea1e-4526-b549-49da9579ff04,SUCCEEDED,2021-10-07T09:12:11.106Z,60eac76b90455c5d167ec8b8,Start - 3 мес,447,3
616165de0cc8374eb4a328f3,b2f0a5b1-f3ce-46f6-9ff0-a26e0855c455,SUCCEEDED,2021-10-09T09:50:22.935Z,60eac76b90455c5d167ec8b8,Start - 3 мес,447,3
6167450f0cc83780c0bbb871,406443f3-e76a-4db1-a402-c503841da584,CANCELLED,2021-10-13T20:43:59.247Z,60eac76b90455c5d167ec8b8,Start - 3 мес,447,3
6167eadc0cc8376516bd754f,bf4ea107-ee55-4951-8289-5707e67502bb,CANCELLED,2021-10-14T08:31:24.407Z,60eac76b90455c5d167ec8b8,Start - 3 мес,447,3
6167edab0cc8376ad7bd84c8,fe26eddd-a906-4b27-bc8c-e2283d9ca63b,SUCCEEDED,2021-10-14T08:43:23.108Z,60eac76b90455c5d167ec8b8,Start - 3 мес,447,3
616b17078306671aa70e7314,0604b9dc-da79-45c1-b2f2-e9d545f0faef,CANCELLED,2021-10-16T18:16:39.787Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
616b170f83066727b70e732e,f44c09d4-87b6-4cde-b09d-02ec6accd090,CANCELLED,2021-10-16T18:16:47.122Z,60eac76b90455c5d167ec8b8,Start - 3 мес,447,3
617169c183066733d728b1ef,ae0c3a5b-d2d5-4188-be08-656a46fba7fe,SUCCEEDED,2021-10-21T13:23:13.336Z,60eac76b90455c5d167ec8b8,Start - 3 мес,447,3
6176953f77004b6dcfd17194,c151b6c5-56fb-40d6-bd4e-5547b099d261,SUCCEEDED,2021-10-25T11:30:07.698Z,60eac76b90455c5d167ec8b8,Start - 3 мес,447,3
6176de8d77004b9ba9d32069,7de4cf69-c4bc-4af5-8e24-f402e2c1e688,SUCCEEDED,2021-10-25T16:42:53.008Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
6177233f77004b5afed48e21,207feac5-5bf8-45c7-a25e-2701d939a5b3,CANCELLED,2021-10-25T21:35:59.471Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
6177375b77004bfeabd4bca3,848872ff-262f-4798-9e51-a873a13bff35,SUCCEEDED,2021-10-25T23:01:47.476Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
61779f0c77004b90e8d5c17f,ffafae47-23a5-4bf7-bfcc-e81e8b37d6d7,CANCELLED,2021-10-26T06:24:12.450Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
6177a35977004bded3d5d4b1,e0b370c4-39f1-4b34-bed2-f9eca7739c67,SUCCEEDED,2021-10-26T06:42:33.772Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
6177e5b977004b1bb1d74685,947431c3-b8ab-49ec-a4b8-e1fe37f9c525,CANCELLED,2021-10-26T11:25:45.806Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
6177e62277004bdac1d74964,46473ffa-fd33-4f27-a084-9528621d5772,CANCELLED,2021-10-26T11:27:30.422Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
6177e68077004b6c24d74c42,7c412645-1acc-4030-bf5f-b96a1b1ae2ca,SUCCEEDED,2021-10-26T11:29:04.294Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
6179882888da062aa34f11e3,41308a1c-98aa-4301-8ca7-b0f1b2b4c0a7,SUCCEEDED,2021-10-27T17:11:04.180Z,60eac76b90455c5d167ec8b8,Start - 3 мес,447,3
61799cca88da0671f64f84ec,982067ce-0010-4c96-85b7-1c92186e7783,SUCCEEDED,2021-10-27T18:39:06.628Z,60eac84590455c57287ec8f5,Start - 1 год,1788,12
617aae2d0e94b900a6d366c8,c796487f-1bb9-4ad2-a7ee-a297affcd10e,SUCCEEDED,2021-10-28T14:05:33.134Z,60eac76b90455c5d167ec8b8,Start - 3 мес,447,3
617e7c89d0d328d36d539192,36bbbc52-96bf-4cb9-9bb6-cdae09c09d04,SUCCEEDED,2021-10-31T11:22:49.410Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
6181916ad0d32820bb62e7e6,cd84251f-b38a-46e4-acab-812c00511cf6,CANCELLED,2021-11-02T19:28:42.452Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
61822dd7d0d32816fd64eca3,93fba3b2-c55e-4814-8661-da8814daac32,SUCCEEDED,2021-11-03T06:36:07.693Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
6182851cd0d32836be67243d,aec20f22-a4ac-4767-8d4c-18901214dc0c,SUCCEEDED,2021-11-03T12:48:28.679Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
6183a416f58834768d5c04c7,a8b45032-ade3-4d60-9764-985a630325a3,SUCCEEDED,2021-11-04T09:12:54.675Z,60eac76b90455c5d167ec8b8,Start - 3 мес,447,3
6184a3c0f588348511610394,32d9645c-7235-48c3-9e28-8cf122b92deb,SUCCEEDED,2021-11-05T03:23:44.463Z,60eac76b90455c5d167ec8b8,Start - 3 мес,447,3
6184f986f58834b09d628577,c41733e6-3f2a-4e43-bb49-d004617b2a56,SUCCEEDED,2021-11-05T09:29:42.547Z,60eac76b90455c5d167ec8b8,Start - 3 мес,447,3
6187973cf58834238c6ea698,a33b9baa-9572-4c37-abf2-0350872f49d4,CANCELLED,2021-11-07T09:07:08.037Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
6187a8b6f58834c13e6f0fe2,0dbb8891-0d8b-44f2-a1a7-45fd854f22da,CANCELLED,2021-11-07T10:21:42.125Z,60eac76b90455c5d167ec8b8,Start - 3 мес,447,3
61887613f58834f8d673bc4a,00422366-e8a5-41b8-be6e-6f1f0f8cdbe3,CANCELLED,2021-11-08T00:57:55.767Z,60eac76b90455c5d167ec8b8,Start - 3 мес,447,3
618876b8f58834087173bf7b,8c05679e-1400-453e-904b-49c34243ad21,SUCCEEDED,2021-11-08T01:00:40.734Z,60eac76b90455c5d167ec8b8,Start - 3 мес,447,3
618a3066f5883446997be27a,87872571-967b-4e9c-b189-1662e92ebeda,CANCELLED,2021-11-09T08:25:10.190Z,60eac76b90455c5d167ec8b8,Start - 3 мес,447,3
618a3071f58834ddd67be2c6,9fa9fc4a-0b37-4693-bc51-d1a14f590111,CANCELLED,2021-11-09T08:25:21.906Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
618a360af5883405227c0b59,e17f4734-e361-4563-a51b-df189a64c5f0,CANCELLED,2021-11-09T08:49:14.962Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
618a50b1f58834f7f67ccd1b,4570c88c-e7f1-4e08-88d2-e34160ca59f5,SUCCEEDED,2021-11-09T10:42:57.393Z,60eac7dd90455cbc467ec8d7,Medium - 3 мес,1047,3
618a6743f588347a437d75ff,c0efddd2-e11a-4d0d-86e1-401f6008dbc4,CANCELLED,2021-11-09T12:19:15.238Z,60eac76b90455c5d167ec8b8,Start - 3 мес,447,3
618a7774f588348c4a7dea07,31cbf570-d05c-4309-8882-004280a8cc1e,SUCCEEDED,2021-11-09T13:28:20.860Z,60eac76b90455c5d167ec8b8,Start - 3 мес,447,3
618b8b84f58834639482e764,90e521b6-1770-426b-a3a4-26adeabaaf9a,SUCCEEDED,2021-11-10T09:06:12.296Z,60eac76b90455c5d167ec8b8,Start - 3 мес,447,3
618b985bf588347e24833e30,cb1dd9d9-8d51-4369-85ab-ed9a4bcdea54,CANCELLED,2021-11-10T10:00:59.384Z,60eac76b90455c5d167ec8b8,Start - 3 мес,447,3
618ba4e51f988e1a3012501d,bf6edffe-d2fd-4b9b-9de1-13a65c80ce37,SUCCEEDED,2021-11-10T10:54:29.805Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
618babf11f988e3567127f3b,29beb2a9-d8a7-48dd-b7ab-a4af210744b3,SUCCEEDED,2021-11-10T11:24:33.944Z,60eac76b90455c5d167ec8b8,Start - 3 мес,447,3
618bb77c1f988e2dcf12d2cc,f203da69-3816-4024-a6db-b252a83a00f9,CANCELLED,2021-11-10T12:13:48.564Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
618bbfec1f988e20811310b8,435d2401-2107-4093-8980-4a6ac6b042ef,SUCCEEDED,2021-11-10T12:49:48.849Z,60eac76b90455c5d167ec8b8,Start - 3 мес,447,3
618bc3ce1f988e2447132a9b,e2309303-120f-4c79-9e55-c45408eaa3e8,SUCCEEDED,2021-11-10T13:06:22.012Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
618f091c2894a593f2bb64ce,b8545748-4f63-40b9-85d5-588518e58eae,SUCCEEDED,2021-11-13T00:38:52.805Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
618fa9da2894a52e2abdea4c,cf3d2a40-c001-4039-b854-bf72ac649df5,SUCCEEDED,2021-11-13T12:04:42.947Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
619255e62894a5d7facb48ca,1019cfb0-43a0-46e4-8ebd-e8ac1d5c6df4,CANCELLED,2021-11-15T12:43:18.156Z,60eac7c090455c3f927ec8d1,Medium - 1 год,4188,12
61928d562894a55225ccb9f6,984893f2-8b2e-4f32-b1ff-b5de2eb40c21,CANCELLED,2021-11-15T16:39:50.056Z,60eac76b90455c5d167ec8b8,Start - 3 мес,447,3
619294862894a52298cce8ab,e9c75bf1-3a24-4034-a06d-c14662a1677d,CANCELLED,2021-11-15T17:10:30.769Z,60eac76b90455c5d167ec8b8,Start - 3 мес,447,3
61938aba2894a574dcd16559,0d30411a-5654-4340-90d8-bf2d6fe2ed9e,CANCELLED,2021-11-16T10:40:58.745Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
61938acc2894a50d94d1662a,3527203c-9134-4099-9952-9307111f5bb1,SUCCEEDED,2021-11-16T10:41:16.605Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
6193fcc72894a53d21d47e70,66f6e989-e393-4e2d-9eda-6ac50757a63b,CANCELLED,2021-11-16T18:47:35.181Z,60eac7dd90455cbc467ec8d7,Medium - 3 мес,1047,3
6193fd332894a52e61d482a6,ae974fb1-c4ca-4e76-96b6-16556863aa02,CANCELLED,2021-11-16T18:49:23.200Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
6196156b167fc7b1d8622496,b3a52458-680e-4c25-9953-53ba894269ee,SUCCEEDED,2021-11-18T08:57:15.727Z,60eac76b90455c5d167ec8b8,Start - 3 мес,447,3
6196430a167fc713d66373ba,4b56fa8c-0045-4cb2-8d53-aa94fa3834be,SUCCEEDED,2021-11-18T12:11:54.914Z,60eac76b90455c5d167ec8b8,Start - 3 мес,447,3
6196551a167fc702e763f8fe,dc2c39ff-67ce-49f8-8070-c888cc6a7269,CANCELLED,2021-11-18T13:28:58.086Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
619b5c49167fc7e9987da1ed,e571279f-7329-4cf3-8cfd-b67e7c9419de,SUCCEEDED,2021-11-22T09:00:57.655Z,60eac7dd90455cbc467ec8d7,Medium - 3 мес,1047,3
619b8db5167fc753677f33a3,f8faa319-2f73-4ee0-a59e-27b2ef6bc2ad,SUCCEEDED,2021-11-22T12:31:49.925Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
619b8e31167fc739117f37c9,f0f01d61-04a0-4172-80b4-e87b36d8c646,SUCCEEDED,2021-11-22T12:33:53.193Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
619c03e1167fc7f72082513e,d8e57a15-b847-4445-ae50-d679513006ab,CANCELLED,2021-11-22T20:56:01.189Z,60eac84590455c57287ec8f5,Expert - 3 мес,1647,3
619f84ef167fc7008194b7b6,69d7baf4-8a6d-42ce-a750-671e5cdde195,CANCELLED,2021-11-25T12:43:27.668Z,60eac76b90455c5d167ec8b8,Start - 3 мес,447,3
619fadb1167fc75eeb95cc4e,b4683e8d-c94d-4e78-bdfc-ce5b1f8d5b6e,CANCELLED,2021-11-25T15:37:21.519Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
61a09e81167fc730629a1c53,bf2fffd5-8382-40af-8592-a1a82123025c,SUCCEEDED,2021-11-26T08:44:49.637Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
61a0ab8e167fc7c28f9a7b7f,a2af10ac-7fac-47fd-a0d3-4989892eef33,CANCELLED,2021-11-26T09:40:30.366Z,60eac82590455caaa17ec8e9,Expert - 1 год,6588,12
61a0b5e1167fc7cea99ac4be,b2beac12-1971-48df-bfd4-89c2291b03fe,SUCCEEDED,2021-11-26T10:24:33.470Z,60eac76b90455c5d167ec8b8,Start - 3 мес,447,3
61a41578167fc74474acaa8f,a95df5bd-c5c0-4623-ad3a-074b4231d305,CANCELLED,2021-11-28T23:49:12.506Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
61a48bba167fc7f2c1ae6d00,0c4964f2-62d8-4c29-95e6-f4d47f2d5cf4,SUCCEEDED,2021-11-29T08:13:46.956Z,60eac7dd90455cbc467ec8d7,Medium - 3 мес,1047,3
61a51487167fc7d56ab22433,73df9ae9-e29d-498c-a91f-c9c8b9ad942e,CANCELLED,2021-11-29T17:57:27.350Z,60eac76b90455c5d167ec8b8,Start - 3 мес,447,3
61a514e2167fc717ceb226ad,7f946169-e4e7-4dae-b2d2-849f8d31e0d2,SUCCEEDED,2021-11-29T17:58:58.698Z,60eac76b90455c5d167ec8b8,Start - 3 мес,447,3
61a5b691167fc7c15fb4c18c,abaf65df-dd20-41e0-b473-7d4764f3c8d9,SUCCEEDED,2021-11-30T05:28:49.348Z,60eac76b90455c5d167ec8b8,Start - 3 мес,447,3
61a5cefa167fc7a5ebb540b0,e7faa302-d8a6-43fe-bbcf-ab19d889cca8,CANCELLED,2021-11-30T07:12:58.797Z,60eac76b90455c5d167ec8b8,Start - 3 мес,447,3
61a62617167fc75948b7abd9,8e354ac7-a6bd-4a25-9c52-29a89f144659,CANCELLED,2021-11-30T13:24:39.446Z,60eac7dd90455cbc467ec8d7,Medium - 3 мес,1047,3
61a63ebc167fc73b8bb84b50,a5875363-0850-4e82-9a04-d11099f9dcc6,CANCELLED,2021-11-30T15:09:48.845Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
61a641f1167fc75f97b85f22,4e1a721f-8707-41f1-b122-a3efc77eb591,SUCCEEDED,2021-11-30T15:23:29.624Z,60eac7dd90455cbc467ec8d7,Medium - 3 мес,1047,3
61a73be0167fc784cfbcfa89,2c0dfba3-e77d-42de-85b4-8036b87e12b8,SUCCEEDED,2021-12-01T09:09:52.960Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
61a94c9e8021d884c199aa2a,35e6bb0d-a53e-4803-85af-22d6ebffbab0,SUCCEEDED,2021-12-02T22:45:50.404Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
61aa60808021d8e24f9f3e58,25fafb03-10a4-48e7-9960-b6c16b65bc55,SUCCEEDED,2021-12-03T18:22:56.959Z,60eac76b90455c5d167ec8b8,Start - 3 мес,447,3
61ade05c8021d8257ab0fcbc,53190104-db0a-4155-9701-4e869f0571d2,SUCCEEDED,2021-12-06T10:05:16.555Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
61adf7f98021d80b68b1b70f,97d51dad-b551-46ba-9265-0a0adbbd2597,SUCCEEDED,2021-12-06T11:46:01.686Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
61ae2d208021d8e08cb33049,1abdde91-1939-4a0d-9656-0feb6872e3e2,SUCCEEDED,2021-12-06T15:32:48.275Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
61af3e8f8021d8d98cb8fd75,1c30b97f-0d02-4991-ab5b-f3da28309399,CANCELLED,2021-12-07T10:59:27.621Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
61af3f2e8021d88441b90337,7d8496a2-a9be-4e52-9e03-6981daf298d7,SUCCEEDED,2021-12-07T11:02:06.812Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
61af7a6a8021d8e864baba81,25763b97-7583-4936-864f-e397ecdca26a,CANCELLED,2021-12-07T15:14:50.208Z,60eac76b90455c5d167ec8b8,Start - 3 мес,447,3
61af7aba8021d83618babcca,677941a7-639c-4260-a0fb-7423c840f749,SUCCEEDED,2021-12-07T15:16:10.763Z,60eac76b90455c5d167ec8b8,Start - 3 мес,447,3
61b08aa18021d81218c0555a,f7ac9460-b4a8-425f-996b-4cc564d9a922,SUCCEEDED,2021-12-08T10:36:17.219Z,60eac76b90455c5d167ec8b8,Start - 3 мес,447,3
61b0b5ce8021d84dd6c191d8,e91b2990-9ffb-407d-8e2e-33a7db88c527,SUCCEEDED,2021-12-08T13:40:30.374Z,60eac76b90455c5d167ec8b8,Start - 3 мес,447,3
61b3a5f58021d87cacd20c75,42f17c94-faf5-482b-ace4-6107c5f3fb2a,SUCCEEDED,2021-12-10T19:09:41.958Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
61b717bb8021d86e9be3d9b8,f0a480c3-57b9-4480-b843-2fb12df01f5c,SUCCEEDED,2021-12-13T09:51:55.840Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
61b748c18021d85ad5e53846,4a96af65-2fd3-49e3-ba2f-67339ec318ba,SUCCEEDED,2021-12-13T13:21:05.314Z,60eac76b90455c5d167ec8b8,Start - 3 мес,447,3
61b897478021d8e618ec4ee7,c6006bf2-2ff9-468d-a1bf-696a342dbab9,SUCCEEDED,2021-12-14T13:08:23.115Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
61ba57c1376f847095b75af9,c6006bf2-2ff9-468d-a1bf-696a342dgvb5,SUCCEEDED,2021-12-16T13:08:23.115Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
61bae96c8021d875ccf83acc,f7130504-4aac-47ae-b0cb-780611714c6b,SUCCEEDED,2021-12-16T07:23:24.988Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
61bc51228021d874e8ff5cca,719a6215-a433-4857-abce-b9a5e387009e,CANCELLED,2021-12-17T08:58:10.980Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
61bc8a598021d82ca500dfa0,6af7f852-737d-476c-a2de-f530fc00d4c2,SUCCEEDED,2021-12-17T13:02:17.862Z,60eac76b90455c5d167ec8b8,Start - 3 мес,447,3
61bcb28d8021d8531a01dfd0,687a1088-5707-4135-8a64-b22677a549b1,CANCELLED,2021-12-17T15:53:49.455Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
61bcb45b8021d8636601eb07,e5368470-88bc-4643-9f7e-6ee446cbfd9a,CANCELLED,2021-12-17T16:01:31.644Z,60eac76b90455c5d167ec8b8,Start - 3 мес,447,3
61bcb4638021d82fb401eb2e,64bef5ba-3b8e-49d4-823c-a07b9894849d,CANCELLED,2021-12-17T16:01:39.231Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
61bcb5948021d80ce101f11d,7d8a8f94-bb53-4a32-9c8f-e85cc47cb475,SUCCEEDED,2021-12-17T16:06:44.105Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
61bd9f828021d82ed8065aeb,1e4ed718-8e78-48cc-8e0a-caf54f4d1b10,SUCCEEDED,2021-12-18T08:44:50.814Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
61c1e38d8021d828fc2096e2,3738f723-5dae-4b18-8617-591663b058d6,CANCELLED,2021-12-21T14:24:13.009Z,60eac72290455cce1f7ec8a4,Start - 1 год,1788,12
